row,col,northing_km,easting_km,fire_norm,poacher_norm,danger,removed,residual,has_stationary_person,has_patrol_person,has_camera,has_drone
6,6,-27.54,-129.78,0.022499212249203808,0.3892725248647367,0.4117717371139405,0.4117717371139405,0.0,0,0,0,0
6,7,-27.54,-124.78,0.03188608607934794,0.4154795867826545,0.44736567286200246,0.39043553446814966,0.0569301383938528,0,0,0,0
6,8,-27.54,-119.78,0.05372070205788779,0.44017469209669147,0.4938953941545793,0.37548703744329925,0.11840835671128003,0,0,0,0
6,9,-27.54,-114.78,0.07457719985992498,0.46326988176120143,0.5378470816211264,0.4341968202342737,0.10365026138685268,0,0,0,0
6,10,-27.54,-109.78,0.0509890960054384,0.4847002107628474,0.5356893067682859,0.45336118104184114,0.08232812572644471,0,0,0,0
6,11,-27.54,-104.78,0.014942308004802611,0.5094209561473567,0.5243632641521593,0.4756486313094438,0.04871463284271549,0,0,0,0
6,12,-27.54,-99.78,0.007348780582126582,0.5445780206779016,0.5519268012600282,0.47641873682352043,0.07550806443650782,0,0,0,0
6,13,-27.54,-94.78,0.0032192832814881933,0.5769703099165535,0.5801895931980418,0.4815901118849605,0.09859948131308127,0,0,0,0
6,14,-27.54,-89.78,0.002784836724212047,0.6071868285385454,0.6099716652627575,0.4427309500949245,0.16724071516783295,0,0,0,0
6,16,-27.54,-79.78,0.03869204849333238,0.6520088196276134,0.6907008681209458,0.3788930169974716,0.3118078511234742,0,0,0,0
6,17,-27.54,-74.78,0.05064958947331667,0.6712868010200211,0.7219363904933378,0.3577713000530278,0.36416509044031,0,0,0,0
6,18,-27.54,-69.78,0.05548871493278714,0.6874923475969197,0.7429810625297069,0.35087080191749614,0.3921102606122107,0,0,0,0
6,21,-27.54,-54.78,0.010538976351354822,0.7276452996175323,0.7381842759688871,0.5204733805350225,0.21771089543386468,0,0,0,0
6,22,-27.54,-49.78,0.018863260256348394,0.7411664484226083,0.7600297086789567,0.5159246854066191,0.24410502327233763,0,0,0,0
6,23,-27.54,-44.78,0.029725598235810054,0.7546680875793579,0.7843936858151679,0.5522526451148176,0.23214104070035024,0,0,0,0
6,24,-27.54,-39.78,0.025940726103382,0.767041909627041,0.792982635730423,0.5902573567889479,0.20272527894147518,0,0,0,0
6,25,-27.54,-34.78,0.047345688100015805,0.7777916563135205,0.8251373444135364,0.6249018814537992,0.20023546295973715,0,0,0,0
6,26,-27.54,-29.78,0.08711702257743877,0.7867804590624847,0.8738974816399235,0.7353752357422889,0.13852224589763462,0,0,0,0
6,27,-27.54,-24.78,0.12175409773546363,0.7916770736460463,0.91343117138151,0.7595774572432145,0.15385371413829552,0,0,0,0
6,28,-27.54,-19.78,0.1979463291674273,0.7879084989430156,0.9858548281104429,0.7028294358665613,0.28302539224388157,0,0,0,0
6,29,-27.54,-14.78,0.23683927434048752,0.7684800302978656,1.005319304638353,0.5680516687965498,0.4372676358418033,0,0,0,0
6,30,-27.54,-9.78,0.2555270383974872,0.7270934597014697,0.9826204980989568,0.5608034829483175,0.4218170151506393,0,0,0,0
6,31,-27.54,-4.78,0.25930847607841373,0.6668976965245967,0.9262061726030104,0.887802883324838,0.03840328927817238,0,0,1,0
6,32,-27.54,0.22,0.25241414192093126,0.6039206786019571,0.8563348205228883,0.5568922972013637,0.29944252332152466,0,0,0,0
6,33,-27.54,5.22,0.1531019831419309,0.5990390215461955,0.7521410046881264,0.5574832347831704,0.19465776990495598,0,0,0,0
6,34,-27.54,10.22,0.07150675781328174,0.6411898517061617,0.7126966095194435,0.6430166226327134,0.06967998688673005,0,0,0,0
6,35,-27.54,15.22,0.031714248654268876,0.6635172321438446,0.6952314807981135,0.6952314807981135,0.0,0,0,0,0
6,36,-27.54,20.22,0.08649679384382948,0.6647844202908256,0.7512812141346551,0.7512812141346551,0.0,0,0,0,0
6,37,-27.54,25.22,0.2100356711734494,0.6532206130090433,0.8632562841824927,0.8632562841824927,0.0,0,0,0,0
6,38,-27.54,30.22,0.2727676658749809,0.6381116741385042,0.9108793400134851,0.9108793400134851,0.0,0,0,0,0
6,39,-27.54,35.22,0.3042870730708244,0.6237293581937422,0.9280164312645667,0.9084919473730488,0.01952448389151784,0,0,0,0
6,40,-27.54,40.22,0.26647964479670827,0.6070406292206146,0.8735202740173229,0.8735202740173229,0.0,0,0,0,0
6,41,-27.54,45.22,0.24098210804681705,0.5874627576061972,0.8284448656530142,0.8284448656530142,0.0,0,0,0,0
6,42,-27.54,50.22,0.2710477481578042,0.5679913542332006,0.8390391023910048,0.8390391023910048,0.0,0,0,0,0
6,43,-27.54,55.22,0.2652345827397838,0.5486664080898654,0.8139009908296493,0.8139009908296493,0.0,0,0,0,0
6,44,-27.54,60.22,0.22437277000419076,0.5289808993632968,0.7533536693674876,0.7533536693674876,0.0,0,0,0,0
6,45,-27.54,65.22,0.17798637534815193,0.5089431297443998,0.6869295050925517,0.6869295050925517,0.0,0,0,0,0
6,46,-27.54,70.22,0.12487198289665465,0.4895739230145383,0.614445905911193,0.614445905911193,0.0,0,0,0,0
6,47,-27.54,75.22,0.2168894224586587,0.472609605265087,0.6894990277237457,0.6894990277237457,0.0,0,0,0,0
6,48,-27.54,80.22,0.29025533195810166,0.4597608173203946,0.7500161492784962,0.7500161492784962,0.0,0,0,0,0
6,49,-27.54,85.22,0.3039096780226868,0.45229815543408,0.7562078334567668,0.7562078334567668,0.0,0,0,0,0
6,50,-27.54,90.22,0.3215527892560177,0.45008107660163893,0.7716338658576567,0.7716338658576567,0.0,0,0,0,0
6,51,-27.54,95.22,0.33809698256560106,0.44340446412520534,0.7815014466908063,0.7815014466908063,0.0,0,0,0,0
6,52,-27.54,100.22,0.3659438070166457,0.4340074025386618,0.7999512095553075,0.7999512095553075,0.0,0,0,0,0
6,53,-27.54,105.22,0.36433277634801575,0.43218769368805177,0.7965204700360675,0.7965204700360675,0.0,0,0,0,0
6,54,-27.54,110.22,0.21219553569185723,0.4382048556149211,0.6504003913067784,0.6504003913067784,0.0,0,0,0,0
6,55,-27.54,115.22,0.10934317014411829,0.44862045282099866,0.5579636229651169,0.5579636229651169,0.0,0,0,0,0
6,56,-27.54,120.22,0.14319035071088212,0.46206695410620935,0.6052573048170915,0.6052573048170915,0.0,0,0,0,0
6,57,-27.54,125.22,0.24929406387992553,0.4781195298775611,0.7274135937574866,0.47683539705655076,0.25057819670093584,0,0,0,0
7,1,-22.54,-154.78,0.01369693887667574,0.3150821297592739,0.32877906863594963,0.32877906863594963,0.0,0,0,0,0
